clean_text,label,airline_sentiment,tweet_created,airline,retweet_count
napkins pretty much say,2,positive,2015-02-24 15:57:21+00:00,Delta,0
fleet fleek,1,neutral,2015-02-24 15:47:13+00:00,Delta,0
why sure love see ruth justdoit youknowyouwantto know too well,2,positive,2015-02-24 15:38:05+00:00,Delta,0
love never work day life,1,neutral,2015-02-24 15:37:18+00:00,Delta,0
drops take off other two people vice versa back forth,1,neutral,2015-02-24 15:35:21+00:00,Delta,0
don need cut services charge give better flying experience why use jet blue first place,2,positive,2015-02-24 15:32:45+00:00,Delta,0
longing look into blue eyes firstlove,2,positive,2015-02-24 15:28:03+00:00,Delta,0
best flyfi ondemand leatherseats hipunis legroom,2,positive,2015-02-24 15:23:04+00:00,Delta,0
sigh fleet fleek,1,neutral,2015-02-24 15:13:17+00:00,Delta,0
please start flying guyana soon,1,neutral,2015-02-24 15:13:04+00:00,Delta,0
leave certain things kids,1,neutral,2015-02-24 15:10:17+00:00,Delta,0
wow thx thinking greg heard sobewff amazing heard same about thx info teamnkh,2,positive,2015-02-24 15:10:11+00:00,Delta,0
annnndddd booked flight easy,2,positive,2015-02-24 15:08:55+00:00,Delta,0
thank credits however submitted complaints about property vacation package hope listen,0,negative,2015-02-24 15:05:38+00:00,Delta,0
fleet fleek,1,neutral,2015-02-24 15:02:54+00:00,Delta,0
thank much,2,positive,2015-02-24 15:02:31+00:00,Delta,0
need help moving want book one way fare website won seem let missing something,0,negative,2015-02-24 14:54:11+00:00,Delta,0
glowing crew aircraft sparkled guys know about right good partnership,2,positive,2015-02-24 14:48:43+00:00,Delta,0
friend bought ticket last night one these routes cost way help,1,neutral,2015-02-24 14:46:29+00:00,Delta,0
returning sobewff limited carry space tummy next flight try snack,1,neutral,2015-02-24 14:43:59+00:00,Delta,0
glad like feel free steal,2,positive,2015-02-24 14:43:44+00:00,Delta,0
blue helped bring out color eyes promise didn eat free snacks,2,positive,2015-02-24 14:40:18+00:00,Delta,0
thanks customers like stay loyal check landing,2,positive,2015-02-24 14:32:36+00:00,Delta,0
pulling into gate sunrises morning jetbluesofly jetblue airbus,2,positive,2015-02-24 14:24:14+00:00,Delta,0
thx quick response yep tried find flight input confirmation,2,positive,2015-02-24 14:22:13+00:00,Delta,0
wish everyone felt like,2,positive,2015-02-24 14:18:01+00:00,Delta,0
sounds great thank,2,positive,2015-02-24 14:17:03+00:00,Delta,0
once upon sale include btv usual jetbluehatesbtv,0,negative,2015-02-24 14:15:03+00:00,Delta,0
link flight last week trublue account num isn answering don make fly again dont,0,negative,2015-02-24 14:13:19+00:00,Delta,0
nice see veterans advantage program gate sunday mco keep good work jetblue,2,positive,2015-02-24 14:04:03+00:00,Delta,0
incredible team,2,positive,2015-02-24 13:58:17+00:00,Delta,0
thanks finding lower fares already other carriers direct flights july,2,positive,2015-02-24 13:47:00+00:00,Delta,0
flight vieques good right now looking promising,0,negative,2015-02-24 13:44:42+00:00,Delta,0
offering special fares,1,neutral,2015-02-24 13:28:49+00:00,Delta,1
believe website said receive credit upcoming flights since cancelled flighted last one true,1,neutral,2015-02-24 13:22:20+00:00,Delta,0
month ago flight booked then cancelled flight now flight booking problems separate flight different occasion,1,neutral,2015-02-24 13:22:00+00:00,Delta,0
friend question moment,1,neutral,2015-02-24 13:17:54+00:00,Delta,0
thanks kind words janna weappreciateyou trueblue now feeling like boss jetbluefame,2,positive,2015-02-24 13:06:23+00:00,Delta,0
boarding back airplane first like boss sosmart jetblue frequentflyerappreciates alsoyayforsnacks,2,positive,2015-02-24 12:58:17+00:00,Delta,0
sooo earlier said couldnt fly school trip now,2,positive,2015-02-24 12:51:15+00:00,Delta,0
why flight delayed buffalo direct flight plane gate,0,negative,2015-02-24 12:36:18+00:00,Delta,0
missing connecting transportation puerto rico result need vieques today,0,negative,2015-02-24 12:32:26+00:00,Delta,0
supposed vieques,0,negative,2015-02-24 12:28:12+00:00,Delta,0
customer service today deplorable plenty ways gotten flight badcustomerservice,0,negative,2015-02-24 12:27:49+00:00,Delta,0
absolutely missed connection caused miss ferry vieques vieques flight vouchers prbound,0,negative,2015-02-24 12:27:20+00:00,Delta,0
any rough idea january flights made available,1,neutral,2015-02-24 12:22:48+00:00,Delta,0
why sending uvf today weekday why weekend,0,negative,2015-02-24 12:15:45+00:00,Delta,0
why always amazing jetblue trueblue,2,positive,2015-02-24 12:14:25+00:00,Delta,0
experienced better service making connecting flight badcustomerservice jfk,0,negative,2015-02-24 12:08:10+00:00,Delta,0
now out gates into main terminal dca members keeping watch atct avgeek,1,neutral,2015-02-24 12:04:08+00:00,Delta,2
great once land jfk,2,positive,2015-02-24 11:56:08+00:00,Delta,0
service getting worse worse plane fly waiting aircraft much planning,0,negative,2015-02-24 11:31:55+00:00,Delta,0
haha know time lane opens logan,2,positive,2015-02-24 11:12:32+00:00,Delta,0
flight jblu arrives following flight westchester county airport,1,neutral,2015-02-24 10:53:39+00:00,Delta,0
seat assignment mins before flight line people deep guess sitting baggage,0,negative,2015-02-24 10:47:34+00:00,Delta,0
again round trip week trueblue,1,neutral,2015-02-24 10:27:47+00:00,Delta,0
sure,2,positive,2015-02-24 08:24:31+00:00,Delta,0
wants customs long beach airport future international flights,1,neutral,2015-02-24 07:21:29+00:00,Delta,3
worst flying experience ever suffered through appreciate money back,0,negative,2015-02-24 06:07:32+00:00,Delta,0
after second call customer service fifth person talked amazing rep fixed about mins persistence,2,positive,2015-02-24 05:37:46+00:00,Delta,0
fleet fleek,1,neutral,2015-02-24 05:32:47+00:00,Delta,0
thanks much,2,positive,2015-02-24 05:11:22+00:00,Delta,0
wife sent family invite never accepted locked into family account never created,0,negative,2015-02-24 05:06:24+00:00,Delta,0
hey guys tail number assigned yet flight tomorrow,1,neutral,2015-02-24 04:56:42+00:00,Delta,0
spent hour phone customer service only find out help need help family pooling asap,0,negative,2015-02-24 04:55:42+00:00,Delta,0
airport ready red eye going soooooo sleepy noplacelikehome eventhoughits degreesathome,1,neutral,2015-02-24 04:53:09+00:00,Delta,0
customer service says since wife setup family account now join mine year help fix please,0,negative,2015-02-24 04:50:44+00:00,Delta,0
full capacity pid extra these seats perhaps crew helpful,0,negative,2015-02-24 04:36:58+00:00,Delta,0
twice said dim those lights first flight,0,negative,2015-02-24 04:26:18+00:00,Delta,0
hope still bae haa man,1,neutral,2015-02-24 04:24:05+00:00,Delta,0
domestic wanted idea don surprised,1,neutral,2015-02-24 04:23:46+00:00,Delta,0
makes two lol blushing,2,positive,2015-02-24 04:20:15+00:00,Delta,0
storage container like green one acceptable check luggage gal totes,1,neutral,2015-02-24 04:12:17+00:00,Delta,0
happy anniversary hard believe young,2,positive,2015-02-24 04:12:06+00:00,Delta,0
jfk nyc staff amazing lax jetblue sending email details disappointing experience,0,negative,2015-02-24 04:11:50+00:00,Delta,0
super smooth flight landing nicely done,2,positive,2015-02-24 04:00:30+00:00,Delta,0
try harder take winners attitude work,1,neutral,2015-02-24 03:49:48+00:00,Delta,0
better than better passengers flight jfk pwm,0,negative,2015-02-24 03:45:05+00:00,Delta,0
air now now new plane redirected mechanical errors aka delays,0,negative,2015-02-24 03:43:52+00:00,Delta,0
delay flights then redirect gate then tell stuck original gate,0,negative,2015-02-24 03:42:38+00:00,Delta,0
fleet fleek happened,1,neutral,2015-02-24 03:42:22+00:00,Delta,0
definitely note whoever stole,0,negative,2015-02-24 03:42:20+00:00,Delta,0
hour policy called said didn report soon enough changed noticed sooner,0,negative,2015-02-24 03:38:08+00:00,Delta,0
hopefully help someone future different procedure discovered theft sooner,0,negative,2015-02-24 03:31:01+00:00,Delta,0
soon realized try figure out who stealing people bags security cameras anything,0,negative,2015-02-24 03:23:17+00:00,Delta,0
since stranded syr without ride missed window opportunity rights matter hours,0,negative,2015-02-24 03:18:33+00:00,Delta,0
absolutely worries never flying again ever even hitch hike cross country passengersarepeople,0,negative,2015-02-24 03:15:49+00:00,Delta,1
dont lose luggage,0,negative,2015-02-24 03:15:41+00:00,Delta,0
directed mobile website direct link together,0,negative,2015-02-24 03:14:19+00:00,Delta,0
made many mistakes short period time lost job point,0,negative,2015-02-24 03:12:07+00:00,Delta,0
understand why doing someone who traveled hours early relax flight etc adv notice maybe,0,negative,2015-02-24 03:10:55+00:00,Delta,0
one four flights trip time companies problem,0,negative,2015-02-24 03:04:49+00:00,Delta,0
stop madness fleet fleek,1,neutral,2015-02-24 02:44:58+00:00,Delta,0
find good photo one goodnight,1,neutral,2015-02-24 02:40:29+00:00,Delta,0
fyi onboard comfortably travelling jfk seat problem said thanks making flying civilized,2,positive,2015-02-24 02:36:35+00:00,Delta,0
like follow,2,positive,2015-02-24 02:34:11+00:00,Delta,0
mco lag two hour delay sitting tarmac going minutes infants crying plane off plane,0,negative,2015-02-24 02:33:41+00:00,Delta,0
maintenance flight landed jamaica through security then term then cleaned then board,0,negative,2015-02-24 02:33:20+00:00,Delta,0
answer,0,negative,2015-02-24 02:29:54+00:00,Delta,0
ask ask pilot tell name aiecraft,1,neutral,2015-02-24 02:28:45+00:00,Delta,0
airport code test slc bos mco,1,neutral,2015-02-24 02:26:24+00:00,Delta,0
fleet fleek now fuckin funny,1,neutral,2015-02-24 02:18:50+00:00,Delta,0
any flights lie flat seating stl pdx around date march,1,neutral,2015-02-24 02:17:05+00:00,Delta,0
formally requests establish customs facilities international flights,1,neutral,2015-02-24 02:12:08+00:00,Delta,1
see started now fleet fleek,0,negative,2015-02-24 02:08:25+00:00,Delta,0
navigating through rebooks due flu ice visit mother reps helpful patient friendly,0,negative,2015-02-24 02:07:39+00:00,Delta,0
flights out charleston tomorrow time possibility delays cancelled flightlations,1,neutral,2015-02-24 02:01:53+00:00,Delta,0
well plane landed international terminal announced new time,0,negative,2015-02-24 01:56:53+00:00,Delta,0
seats after waiting hold minutes gone now stay another night charleston pricy,0,negative,2015-02-24 01:54:14+00:00,Delta,0
cancelled flight flight tmrw weather rebook flight next day flight tmrw night compensation,0,negative,2015-02-24 01:50:24+00:00,Delta,0
guess weren able anything improve time now looks even late flightr going zombie tomorrow,0,negative,2015-02-24 01:40:34+00:00,Delta,0
welp fleet fleek,1,neutral,2015-02-24 01:29:44+00:00,Delta,0
plan repair brand,1,neutral,2015-02-24 01:20:10+00:00,Delta,0
hope thy bahamas next,1,neutral,2015-02-24 01:07:44+00:00,Delta,0
fleet fleek,1,neutral,2015-02-24 00:59:29+00:00,Delta,0
trying make look bad website says due weather charleston actually,2,positive,2015-02-24 00:52:54+00:00,Delta,0
people working contact project works,1,neutral,2015-02-24 00:45:57+00:00,Delta,0
chging flight isit possible pay fare difference dollars ticket bought completely point redemption,1,neutral,2015-02-24 00:43:44+00:00,Delta,0
home guys recovered now laugh about extra day barbados open cuba soon,0,negative,2015-02-24 00:39:54+00:00,Delta,0
only one who look must getting old damn,0,negative,2015-02-24 00:31:56+00:00,Delta,0
yeah fleet fleek,1,neutral,2015-02-24 00:26:31+00:00,Delta,0
guys flying froward bahamas,1,neutral,2015-02-24 00:26:10+00:00,Delta,0
fleet fleek,1,neutral,2015-02-24 00:24:13+00:00,Delta,0
btw thanks responding quickly,2,positive,2015-02-24 00:10:48+00:00,Delta,0
weird picked other cities test those worked one want works phone though use,1,neutral,2015-02-24 00:10:28+00:00,Delta,0
flight tomorrow morning cancelled flighted seem rebook even seat clear answer why cancelled flighted,0,negative,2015-02-24 00:07:05+00:00,Delta,0
listen gonna deny fleet fleek,1,neutral,2015-02-24 00:06:18+00:00,Delta,0
fleet fleek,1,neutral,2015-02-24 00:03:55+00:00,Delta,0
found camera thank rock,2,positive,2015-02-24 00:02:39+00:00,Delta,0
fleet fleek smh,1,neutral,2015-02-23 23:58:57+00:00,Delta,0
sway fleet fleek,1,neutral,2015-02-23 23:58:41+00:00,Delta,0
wut fleet fleek,1,neutral,2015-02-23 23:56:20+00:00,Delta,0
alright someone stop fleet fleek,1,neutral,2015-02-23 23:51:13+00:00,Delta,0
stop please fleet fleek,2,positive,2015-02-23 23:51:11+00:00,Delta,0
shut door way out,1,neutral,2015-02-23 23:49:57+00:00,Delta,0
transferring trueblue points within family pooling members cost after having set contribution pool already,0,negative,2015-02-23 23:46:54+00:00,Delta,0
gotcha thanks update ready whenever enjoy evening,2,positive,2015-02-23 23:30:02+00:00,Delta,0
non profit arc love tickets rely airlines extractions saving abducted children returning home,1,neutral,2015-02-23 23:29:23+00:00,Delta,0
gotcha lessening delay part happening right,0,negative,2015-02-23 23:26:39+00:00,Delta,0
social agencies why nice things fleet fleek,0,negative,2015-02-23 23:26:11+00:00,Delta,0
new airline expected make way mem,1,neutral,2015-02-23 23:25:46+00:00,Delta,0
new airline expected make way mem,1,neutral,2015-02-23 23:25:46+00:00,Delta,0
new airline expected make way mem,1,neutral,2015-02-23 23:25:46+00:00,Delta,0
well thankfully nice food court update posted,2,positive,2015-02-23 23:24:08+00:00,Delta,0
smh fleet fleek,1,neutral,2015-02-23 23:20:24+00:00,Delta,0
same,1,neutral,2015-02-23 23:20:24+00:00,Delta,0
fleet fleek plz stop,0,negative,2015-02-23 23:11:32+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 23:07:09+00:00,Delta,0
ceo challenge appease passengers wall street columbian,1,neutral,2015-02-23 23:04:04+00:00,Delta,0
heard youre planning letting people fly overhead compartments why,1,neutral,2015-02-23 22:58:15+00:00,Delta,0
heard companies studying popular lingo advertising depressing embarrassing,0,negative,2015-02-23 22:55:37+00:00,Delta,0
stop,0,negative,2015-02-23 22:54:15+00:00,Delta,0
any idea caused delay flight fll jax,0,negative,2015-02-23 22:50:37+00:00,Delta,0
worked now,2,positive,2015-02-23 22:44:22+00:00,Delta,0
saying change amazing like miami,1,neutral,2015-02-23 22:40:59+00:00,Delta,0
app still saying,0,negative,2015-02-23 22:39:33+00:00,Delta,0
lololololol fleet fleek,1,neutral,2015-02-23 22:37:59+00:00,Delta,1
once again flight delayed hope dont miss connecting please don fuck girlfriend,0,negative,2015-02-23 22:30:10+00:00,Delta,0
lmfao,1,neutral,2015-02-23 22:29:02+00:00,Delta,0
good miami terminal,1,neutral,2015-02-23 22:20:59+00:00,Delta,0
fleet fleek word,1,neutral,2015-02-23 22:18:54+00:00,Delta,0
everyone overreacting keep swag,1,neutral,2015-02-23 22:18:25+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 22:16:44+00:00,Delta,0
mom always said never settle chips ain blue won,1,neutral,2015-02-23 22:14:50+00:00,Delta,0
prefer similar picture full tails great shot,2,positive,2015-02-23 22:13:32+00:00,Delta,0
relieved flying after listening everyone neighboring gate bitch about spirit airline better than yours,2,positive,2015-02-23 22:13:12+00:00,Delta,0
fleet fleek yall better than,2,positive,2015-02-23 21:56:11+00:00,Delta,0
fleet fleek let keep professional,1,neutral,2015-02-23 21:55:10+00:00,Delta,6
great flights into out bahamas even during bad weather northeast thanks great service,2,positive,2015-02-23 21:54:07+00:00,Delta,0
omgee onfleek why why many people even know means lol,1,neutral,2015-02-23 21:51:53+00:00,Delta,0
ceo battles appease passengers wall street waterbury republican american,1,neutral,2015-02-23 21:50:04+00:00,Delta,0
received voucher want improve relations front passengers,0,negative,2015-02-23 21:48:03+00:00,Delta,0
fleet fleek foh,1,neutral,2015-02-23 21:32:27+00:00,Delta,0
excited hear about move towards international travel long beach airport,2,positive,2015-02-23 21:14:30+00:00,Delta,0
two rows,1,neutral,2015-02-23 21:13:02+00:00,Delta,0
fleet fleek noooooooooooooooooo,1,neutral,2015-02-23 21:12:43+00:00,Delta,0
guys general enquires email address please thanks david,1,neutral,2015-02-23 21:12:20+00:00,Delta,0
thanks much talking article about twitter chats came out great contentmarketing,2,positive,2015-02-23 21:11:53+00:00,Delta,0
three hours delayed flight staring blank screen least heads download movie,0,negative,2015-02-23 21:11:35+00:00,Delta,0
hate,0,negative,2015-02-23 21:08:54+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 21:06:03+00:00,Delta,0
really proactive passengers know entertainment system isn working least let mag,0,negative,2015-02-23 21:05:09+00:00,Delta,0
flew airline once australia saw zero kangaroos rectified,1,neutral,2015-02-23 21:03:24+00:00,Delta,0
didn fleet fleek,1,neutral,2015-02-23 20:57:30+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 20:55:10+00:00,Delta,0
know flight deemed dark flight,1,neutral,2015-02-23 20:52:38+00:00,Delta,0
bruh fleet fleek,1,neutral,2015-02-23 20:50:49+00:00,Delta,0
ceo battles appease passengers investors toledo blade,1,neutral,2015-02-23 20:50:04+00:00,Delta,0
check believe given credit automatically,1,neutral,2015-02-23 20:48:43+00:00,Delta,0
fleet fleek wtf,1,neutral,2015-02-23 20:47:57+00:00,Delta,0
lol fleet fleek,1,neutral,2015-02-23 20:47:33+00:00,Delta,0
fleet fleek freberg,1,neutral,2015-02-23 20:46:28+00:00,Delta,0
noooo don please don fleet fleek,0,negative,2015-02-23 20:45:10+00:00,Delta,0
fleet fleek lol wut,1,neutral,2015-02-23 20:45:07+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 20:43:46+00:00,Delta,0
fleet fleek lmfaooooo hook flight,1,neutral,2015-02-23 20:42:59+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 20:42:26+00:00,Delta,0
indeed,1,neutral,2015-02-23 20:41:51+00:00,Delta,0
some major plane wide directtv issues yesterday system kept being reset crew member,0,negative,2015-02-23 20:40:30+00:00,Delta,0
helping since bunch trying off same time,0,negative,2015-02-23 20:39:25+00:00,Delta,0
need old nassau sea meet great granny named after who turned flyingitforward,1,neutral,2015-02-23 20:38:06+00:00,Delta,0
time reply share thoughts greater detail web form,1,neutral,2015-02-23 20:37:37+00:00,Delta,0
yasssss fuccc fleet fleek,1,neutral,2015-02-23 20:37:17+00:00,Delta,2
guys operate world class company thank,2,positive,2015-02-23 20:36:58+00:00,Delta,0
fleet fleek lol,1,neutral,2015-02-23 20:36:04+00:00,Delta,0
wow fleet fleek,1,neutral,2015-02-23 20:35:59+00:00,Delta,0
real fleet fleek,1,neutral,2015-02-23 20:34:51+00:00,Delta,0
haven even gotten off plane yet afford miss flight back boston ugh,0,negative,2015-02-23 20:33:54+00:00,Delta,0
sorry unfollowing,0,negative,2015-02-23 20:33:01+00:00,Delta,0
landed vegas allowed leave plane yet thanks making miss flight fustrated,0,negative,2015-02-23 20:29:28+00:00,Delta,0
loved service staff newark today good service goes along way appreciate preciation tampa,2,positive,2015-02-23 20:28:55+00:00,Delta,0
why lord why fleet fleek,1,neutral,2015-02-23 20:27:01+00:00,Delta,3
fleet fleek mon fam,1,neutral,2015-02-23 20:19:54+00:00,Delta,0
lord,1,neutral,2015-02-23 20:18:50+00:00,Delta,0
don fleet fleek,1,neutral,2015-02-23 20:18:11+00:00,Delta,0
start flight booking problems flights november,1,neutral,2015-02-23 20:16:01+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 20:14:40+00:00,Delta,0
don show these larry fedora fleet fleek,2,positive,2015-02-23 20:13:40+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 20:12:39+00:00,Delta,2
fleet fleek serious,1,neutral,2015-02-23 20:11:19+00:00,Delta,0
why nice things fleet fleek,1,neutral,2015-02-23 20:11:05+00:00,Delta,1
fleet fleek,1,neutral,2015-02-23 20:10:01+00:00,Delta,0
fleet fleek wow,1,neutral,2015-02-23 20:09:40+00:00,Delta,0
lolol,2,positive,2015-02-23 20:05:59+00:00,Delta,0
shows sense humor these tongue cheek flight etiquette videos,2,positive,2015-02-23 20:05:32+00:00,Delta,4
case needed confirmation fleek dead gone fleet fleek,0,negative,2015-02-23 20:04:21+00:00,Delta,18
why fleet fleek,1,neutral,2015-02-23 20:03:46+00:00,Delta,0
fights air,0,negative,2015-02-23 20:02:59+00:00,Delta,0
fleet fleek refrain want say,1,neutral,2015-02-23 20:02:07+00:00,Delta,0
fleet fleek see,1,neutral,2015-02-23 19:59:36+00:00,Delta,0
stahhppp fleet fleek,1,neutral,2015-02-23 19:59:05+00:00,Delta,6
jetblue fleet fleek,0,negative,2015-02-23 19:57:56+00:00,Delta,0
brands stop shit stop fleet fleek,0,negative,2015-02-23 19:57:37+00:00,Delta,0
too late flight fleet fleek,1,neutral,2015-02-23 19:56:28+00:00,Delta,0
who fleet fleek,1,neutral,2015-02-23 19:55:59+00:00,Delta,1
shits gotta stop fleet fleek,0,negative,2015-02-23 19:55:36+00:00,Delta,0
true maybe wish expedited security haha,2,positive,2015-02-23 19:55:30+00:00,Delta,0
hate internet lol,1,neutral,2015-02-23 19:54:11+00:00,Delta,0
why fleet fleek,2,positive,2015-02-23 19:54:09+00:00,Delta,0
mon worse than jetbae fleet fleek,0,negative,2015-02-23 19:53:40+00:00,Delta,0
welllllll fleet fleek,1,neutral,2015-02-23 19:53:37+00:00,Delta,0
fleet fleek why,1,neutral,2015-02-23 19:53:18+00:00,Delta,0
peak caucasity fleet fleek,1,neutral,2015-02-23 19:52:04+00:00,Delta,0
hate fleet fleek,0,negative,2015-02-23 19:51:35+00:00,Delta,0
power moves fleet fleek,2,positive,2015-02-23 19:51:16+00:00,Delta,0
sir fleet fleek,0,negative,2015-02-23 19:50:52+00:00,Delta,0
stop fleet fleek,0,negative,2015-02-23 19:50:51+00:00,Delta,0
jetblue reading nytimes fleet fleek,1,neutral,2015-02-23 19:50:42+00:00,Delta,0
stop madness fleet fleek,0,negative,2015-02-23 19:50:21+00:00,Delta,1
why bro,1,neutral,2015-02-23 19:50:16+00:00,Delta,0
fleet fleek lmaoooo,1,neutral,2015-02-23 19:50:13+00:00,Delta,0
delete tweet,1,neutral,2015-02-23 19:50:13+00:00,Delta,0
fleet fleek why,1,neutral,2015-02-23 19:50:07+00:00,Delta,0
well duh grandfather hired tsa agent currently pwm,1,neutral,2015-02-23 19:50:07+00:00,Delta,0
lmfaooo fleet fleek,2,positive,2015-02-23 19:49:24+00:00,Delta,0
party sister mom three separate reservations tsa lets through together alone,1,neutral,2015-02-23 19:46:43+00:00,Delta,0
feel only few free travel vouchers assuage indignation,0,negative,2015-02-23 19:46:19+00:00,Delta,0
way printed one records keep whenever fly,1,neutral,2015-02-23 19:44:52+00:00,Delta,0
window exits give away,1,neutral,2015-02-23 19:42:39+00:00,Delta,0
check tomorrow morning flight wens automatically add passbook,1,neutral,2015-02-23 19:42:22+00:00,Delta,0
right,1,neutral,2015-02-23 19:40:32+00:00,Delta,0
who okay fleet fleek,1,neutral,2015-02-23 19:36:02+00:00,Delta,0
lol guys months ago fleet fleek,2,positive,2015-02-23 19:31:44+00:00,Delta,0
wow keeping times,2,positive,2015-02-23 19:29:56+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:27:04+00:00,Delta,0
respond complaints about cultural appropriation now below spirit airlines fly list,0,negative,2015-02-23 19:26:20+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:26:13+00:00,Delta,0
really flight catch vegas praying don miss flight,0,negative,2015-02-23 19:24:57+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:23:47+00:00,Delta,0
really fleet fleek,1,neutral,2015-02-23 19:23:17+00:00,Delta,0
tell truth pic social media community managers isn,1,neutral,2015-02-23 19:21:53+00:00,Delta,0
spoke corp customer support already shame probably reasonable cheaper resolution regards,0,negative,2015-02-23 19:20:51+00:00,Delta,0
lol fleet fleek see yall ballin new jets deck,1,neutral,2015-02-23 19:20:43+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:20:41+00:00,Delta,0
didn need fleet fleek,0,negative,2015-02-23 19:19:27+00:00,Delta,0
always look forward looking forward welcoming onboard,2,positive,2015-02-23 19:19:27+00:00,Delta,0
block bike fleet fleek,1,neutral,2015-02-23 19:19:08+00:00,Delta,0
any info why flight sju jfk already delayed hours,0,negative,2015-02-23 19:18:59+00:00,Delta,0
awww man need buy ticket today home march assist,1,neutral,2015-02-23 19:18:50+00:00,Delta,0
fleet fleek,0,negative,2015-02-23 19:18:08+00:00,Delta,0
type plane flt bos rsw,1,neutral,2015-02-23 19:18:04+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:17:14+00:00,Delta,1
toss ticket great sure every college student following willing rock out wit too,2,positive,2015-02-23 19:16:32+00:00,Delta,0
know fleet fleek,1,neutral,2015-02-23 19:16:25+00:00,Delta,0
please explain fleet fleek,1,neutral,2015-02-23 19:16:24+00:00,Delta,0
sick,0,negative,2015-02-23 19:16:12+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:16:05+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:15:16+00:00,Delta,0
fleet fleek lol wow,2,positive,2015-02-23 19:14:55+00:00,Delta,0
kids days doesn work months advance,1,neutral,2015-02-23 19:14:50+00:00,Delta,0
brink bankruptcy fleet fleek,1,neutral,2015-02-23 19:14:15+00:00,Delta,4
haven yet way lax nyc cost under,1,neutral,2015-02-23 19:13:24+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:12:40+00:00,Delta,0
about way lax nyc area under possible,1,neutral,2015-02-23 19:12:36+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:12:29+00:00,Delta,0
fleet fleek really jet blue lmao,1,neutral,2015-02-23 19:12:07+00:00,Delta,1
lovely fleet fleek,2,positive,2015-02-23 19:11:56+00:00,Delta,1
sent,1,neutral,2015-02-23 19:11:42+00:00,Delta,0
fleet fleek hate,0,negative,2015-02-23 19:10:41+00:00,Delta,0
looking low rates bos vegas late flight june kids sporting event any deals breaks,1,neutral,2015-02-23 19:10:06+00:00,Delta,0
tell because need way nyc choose,1,neutral,2015-02-23 19:09:08+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:08:40+00:00,Delta,0
fleet fleek,0,negative,2015-02-23 19:07:43+00:00,Delta,0
stahp fleet fleek,1,neutral,2015-02-23 19:07:32+00:00,Delta,0
fleet fleek happened,1,neutral,2015-02-23 19:06:47+00:00,Delta,0
virgin wifi,1,neutral,2015-02-23 19:06:06+00:00,Delta,0
jet boooo fleet fleek,0,negative,2015-02-23 19:04:55+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 19:04:54+00:00,Delta,1
bad airline bad bops newspaper hope still bae,0,negative,2015-02-23 19:04:46+00:00,Delta,3
fleet fleek,1,neutral,2015-02-23 19:03:28+00:00,Delta,15
yall tried fleet fleek,2,positive,2015-02-23 19:01:02+00:00,Delta,1
fleet fleek ihop started,1,neutral,2015-02-23 18:59:30+00:00,Delta,0
fleet fleek lmao know white person said,1,neutral,2015-02-23 18:57:20+00:00,Delta,0
fleet fleek,0,negative,2015-02-23 18:51:54+00:00,Delta,22
why let someone black twitter multimedia department,0,negative,2015-02-23 18:48:13+00:00,Delta,1
fleet fleek,1,neutral,2015-02-23 18:47:05+00:00,Delta,0
fleet fleek,1,neutral,2015-02-23 18:43:20+00:00,Delta,0
delete account,0,negative,2015-02-23 18:42:15+00:00,Delta,0
less please,0,negative,2015-02-23 18:39:58+00:00,Delta,0
family excited see too,2,positive,2015-02-23 18:39:18+00:00,Delta,0
fleet fleek,0,negative,2015-02-23 18:38:55+00:00,Delta,0
fleet fleek smh yall expect trust childish airline life nah,0,negative,2015-02-23 18:37:35+00:00,Delta,0
love flying question why one planes called jets,2,positive,2015-02-23 18:37:14+00:00,Delta,0
fleet fleek huh,1,neutral,2015-02-23 18:33:33+00:00,Delta,0
fleet fleek make stop,0,negative,2015-02-23 18:32:56+00:00,Delta,0
lmao fleet fleek,1,neutral,2015-02-23 18:32:44+00:00,Delta,0
sounds good,2,positive,2015-02-23 18:32:29+00:00,Delta,0
lolz fleek,1,neutral,2015-02-23 18:31:20+00:00,Delta,0
who running tweeter using word fleek,1,neutral,2015-02-23 18:31:13+00:00,Delta,0
enough stop flying jetblue,0,negative,2015-02-23 18:30:31+00:00,Delta,0
